CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
06-07-0022-46,06-035,SANTA ROSA,SAN JUAN TECUACO,INSTITUTO DE DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,ALDEA SAN LUIS,50134682.0,JESLIAS ABELINO FELIPE VASQUEZ,NELVIN OMÁR MIJANGOS ESTEBAN,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-07-0023-46,06-035,SANTA ROSA,SAN JUAN TECUACO,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,CABECERA MUNICIPAL,47766719.0,JESLIAS ABELINO FELIPE VASQUEZ,MELVIN MORALES GARCÍA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0043-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO MIXTO DE DIVERSIFICADO POR COOPERATIVA,ALDEA CASAS VIEJAS,58249852.0,JOSE DOMINGO SALAZAR CARIAS,RUBELIA LIBY LÓPEZ FLORES,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0052-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"CABECERA MUNICIPAL INSTALACIONES DE LA EOUM ""EDUARDO PINEDA PIVARAL""",37655165.0,JOSE DOMINGO SALAZAR CARIAS,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0056-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA OJO DE AGUA,41306707.0,JOSE DOMINGO SALAZAR CARIAS,CESAR ARMANDO MARTINEZ ALVAREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0061-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO POR COOPERATIVA DE DIVERSIFICADO,ALDEA LOS CERRITOS,36759054.0,JOSE DOMINGO SALAZAR CARIAS,GEIDY MARISELA SALAZAR CORTEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0066-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""",COLONIA VISTA HERMOSA,78851774.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARÍA DEL ROSARIO GUERRERO MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0068-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,PARCELAMIENTO EL ASTILLERO,59308801.0,JOSE DOMINGO SALAZAR CARIAS,ADONAI PINEDA DE PAZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0075-46,06-012,SANTA ROSA,CHIQUIMULILLA,"INSTITUTO TECNICO VOCACIONAL MIXTO ""THEODORE SCHULTZ""",BARRIO SAN SEBASTIÁN,78849634.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARIA DEL CARMEN SALAZAR RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0076-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSTITUTO TECNICO INDUSTRIAL DE CHIQUIMULILLA,RESIDENCIALES SAN ÁNGEL,78850033.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,ARGELIA EDITH MARROQUÍN LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0077-46,06-012,SANTA ROSA,CHIQUIMULILLA,COLEGIO TECNICO DE COMPUTACION C.T.S.,COLONIA VISTA HERMOSA,78851522.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LUIS ESTUARDO GUDIEL ROBLEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0078-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,BARRIO SANTIAGO,78851585.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,BLANCA MAGNOLIA ALVIZURES GRAJEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-08-0083-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA CASAS VIEJAS,58249852.0,JOSE DOMINGO SALAZAR CARIAS,RUBELIA LIBY LÓPEZ FLORES,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-08-0084-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LA CURVINA,54176640.0,JOSE DOMINGO SALAZAR CARIAS,NELSY ADRIANA CHÁVEZ MARTÍNEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0088-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSITUTO TÉCNICO INDUSTRIAL DE CHIQUIMULILLA,RESIDENCIALES SAN ANGEL,41156575.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,ARGELIA EDTIH MARROQUÍN LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-08-0089-46,06-012,SANTA ROSA,CHIQUIMULILLA,COLEGIO TÉCNICO DE COMPUTACIÓN C.T.S.,COLONIA VISTA HERMOSA,78851522.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LUIS ESTUARDO GUDIEL ROBLEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SANTA ROSA
06-08-0090-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,BARRIO SANTIAGO,78851585.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,BLANCA MAGNOLIA ALVIZURES GRAJEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
06-08-0093-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO PARTICULAR MIXTO ""CENTRO INTEGRAL SISTEMATICO CIS""",BARRIO SANTIAGO,78851000.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SANTA ROSA
06-08-0094-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""",COLONIA VISTA HERMOSA,78851774.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARÍA DEL ROSARIO GUERRERO MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0095-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""",COLONIA VISTA HERMOSA,78851774.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARÍA DEL ROSARIO GUERRERO MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SANTA ROSA
06-08-0096-46,06-012,SANTA ROSA,CHIQUIMULILLA,COLEGIO PARTICULAR MIXTO CENTRO INTREGRAL SISTEMÁTICO CIS,"3RA. AVENIDA 4-65 ZONA 2, BARRIO SANTIAGO",78851000.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,SANTA ROSA
06-08-0257-46,06-012,SANTA ROSA,CHIQUIMULILLA,'ESCUELA NORMAL PARTICULAR DEL SUR',BARRIO SAN SEBASTIAN,78849706.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LISANDRO ABENAMAR FLORES CARBAJAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0449-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,BARRIO SANTIAGO,78851585.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,BLANCA MAGNOLIA ALVIZURES GRAJEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-0471-46,06-012,SANTA ROSA,CHIQUIMULILLA,COLEGIO TECNICO DE COMPUTACION C.T.S.,COLONIA VISTA HERMOSA,78851522.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LUIS ESTUARDO GUDIEL ROBLEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-1156-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO PARTICULAR MIXTO ""CENTRO INTEGRAL SISTEMÁTICO CIS""",BARRIO SANTIAGO,78849174.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MIRYAM LISBETH HERNÁNDEZ MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-1683-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,"AVENIDA DE INGRESO, BARRIO SANTIAGO",78849776.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MIGUEL ANGEL RODRIGUEZ CRISTALES,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-08-1800-46,06-012,SANTA ROSA,CHIQUIMULILLA,COLEGIO PARTICULAR MIXTO 'CENTRO INTEGRAL SISTEMATICO -CIS-',3RA. AVENIDA 4-65 ZONA 2 CHIQUIMULILLA,78849174.0,SIRIA ILEANA GONZALEZ REYES DE SIERRA,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-09-0027-46,06-032,SANTA ROSA,TAXISCO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LA CANDELARIA,48165193.0,MARCO ANTONIO CARBAJAL FALLAS,CLAUDIA MARINA GOMEZ MORALES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-09-0028-46,06-019,SANTA ROSA,TAXISCO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,42968893.0,JOSE ALBERTO LOPEZ PEREZ,CARLOS RAFAEL BARRIENTOS ROLDAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-09-0032-46,06-032,SANTA ROSA,TAXISCO,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA LA CANDELARIA,30617107.0,MARCO ANTONIO CARBAJAL FALLAS,WALFRED ALEXI ESCOBAR ALVARADO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-09-0036-46,06-019,SANTA ROSA,TAXISCO,CENTRO TECNOLOGICO INDUSTRIAL CETI,CABECERA MUNICIPAL,54770387.0,JOSE ALBERTO LOPEZ PEREZ,OSCAR ERNESTO MARTÍNEZ OLIVARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-09-0037-46,06-019,SANTA ROSA,TAXISCO,"CENTRO TECNOLOGICO INDUSTRIAL ""CETI""",CABECERA MUNICIPAL,54770387.0,JOSE ALBERTO LOPEZ PEREZ,OSCAR ERNESTO MARTÍNEZ OLIVARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-09-0046-46,06-019,SANTA ROSA,TAXISCO,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,CABECERA MUNICIPAL,78749833.0,JOSE ALBERTO LOPEZ PEREZ,SELVIN MINRAY GUEVARA RIVERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-09-0050-46,06-019,SANTA ROSA,TAXISCO,"CENTRO TECNOLÓGICO INDUSTRIAL ""CETI""",CALLE PRINCIPAL COLONIA BRISAS DEL MAR,54770387.0,JOSE ALBERTO LOPEZ PEREZ,OSCAR ERNESTO MARTÍNEZ OLIVARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SANTA ROSA
06-09-1389-46,06-019,SANTA ROSA,TAXISCO,INSTITUTO DE DIVERSIFICADO POR COOPERATIVA,CABECERA MUNICIPAL,78749833.0,JOSE ALBERTO LOPEZ PEREZ,SELVIN MINRAY GUEVARA RIVERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-09-1997-46,06-019,SANTA ROSA,TAXISCO,COLEGIO PARTICULAR MIXTO SAN JOSE,CABECERA MUNICIPAL,77270602.0,JOSE ALBERTO LOPEZ PEREZ,GLADYS JANETTE MORALES SANTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-10-0022-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTÓN BUENA VISTA,59910109.0,JOSE OBDULIO BLANCO MEJIA,ROSBY ETELVIA DÁVILA MOLINA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-10-0030-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,"LICEO MIXTO BILINGUE ""PEDAGOGICO MODERNO""",ALDEA ESTANZUELAS,42124143.0,JOSE OBDULIO BLANCO MEJIA,HILMA GONZÁLEZ RUANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-10-0040-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,"COLEGIO ""NUESTRA SEÑORA DEL CARMEN""",CANTÓN EL CENTRO,78846479.0,JOSE OBDULIO BLANCO MEJIA,LUIS ENRIQUE LEMUS SANTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-10-0041-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA EL CUJE,50106438.0,JOSE OBDULIO BLANCO MEJIA,ALMA ELIZABETH CORADO CASTELLANOS,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-10-1256-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,"COLEGIO PARTICULAR MIXTO ""SANTA MARIA""",CANTÓN BARRIOS,57091598.0,JOSE OBDULIO BLANCO MEJIA,ZULEMA CRISTABEL AGUILAR FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-10-1932-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,LICEO MIXTO BILINGUE PEDAGOGICO MODERNO,ALDEA ESTANZUELAS,42124143.0,JOSE OBDULIO BLANCO MEJIA,HILMA GONZÁLEZ RUANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-11-0022-46,06-037,SANTA ROSA,GUAZACAPAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN MIGUEL ORIENTE (ENTRADA A LA COLONIA LOS ALMENDROS),55820659.0,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,SULYVAN CAROLO GODOY ESTRADA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-11-0043-46,06-037,SANTA ROSA,GUAZACAPAN,"COLEGIO PARTICULAR MIXTO CRISTIANO ""FE VIVA""","CALLE EL COCALITO, ALDEA POZA DE AGUA",42899995.0,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,CESIA BETZABÉ HERNÁNDEZ GÓMEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-11-0048-46,06-037,SANTA ROSA,GUAZACAPAN,COLEGIO TECNOLÓGICO DE INFORMÁTICA,BARRIO SAN MIGUEL ORIENTE,78846329.0,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,VICTOR MANUEL PÉREZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
06-11-0050-46,06-037,SANTA ROSA,GUAZACAPAN,COLEGIO TECNOLÓGICO DE INFORMÁTICA,BARRIO SAN MIGUEL ORIENTE,78846329.0,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,VICTOR MANUEL PÉREZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-11-0470-46,06-037,SANTA ROSA,GUAZACAPAN,"COLEGIO PARTICULAR MIXTO ""MIGUEL ANGEL ASTURIAS""",BARRIO SAN MIGUEL CENTRO,78846250.0,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,TESLA AYDÉ AYALA PAZOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-11-1458-46,06-037,SANTA ROSA,GUAZACAPAN,COLEGIO TECNOLOGICO DE INFORMATICA,BARRIO SAN MIGUEL ORIENTE,78846329.0,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,VICTOR MANUEL PÉREZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-11-1594-46,06-037,SANTA ROSA,GUAZACAPAN,"ESCUELA NORMAL DE EDUCACION FISICA ""LIC. ARISTIDES BALDOMERO CRESPO VILLEGAS""",BARRIO SAN MIGUEL ORIENTE,78846291.0,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,MARIO ROBERTO CASTRO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SANTA ROSA
06-12-0015-46,06-020,SANTA ROSA,SANTA CRUZ NARANJO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL CAMPO,47265974.0,KAREEN ANA LIZBETH SANTOS FRANCO,SILVIA EUGENIA QUEVEDO FRANCO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-12-0030-46,06-020,SANTA ROSA,SANTA CRUZ NARANJO,SPRING GARDEN COLLEGE,CALLE REAL DEL CALVARIO ALDEA EL TEOCINTE,42145016.0,KAREEN ANA LIZBETH SANTOS FRANCO,CLAUDIA GABRIELA PICHILLA TEPAZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-13-0028-46,06-022,SANTA ROSA,PUEBLO NUEVO VIÑAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,59417110.0,ISCENIA MARLENY LOPEZ MORALES DE HERNANDEZ,DIDIEET DEL ROSARIO GARCÍA BLANCO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-13-1808-46,06-021,SANTA ROSA,PUEBLO NUEVO VIÑAS,LICEO PARTICULAR MIXTO 'SAN ANTONIO',4TA. AVENIDA 2-65 ZONA 1,56970435.0,MARVIN EDUARDO PEREZ DEL CID,SELVIN DONALDO GIRÓN JIMÉNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-13-1811-46,06-021,SANTA ROSA,PUEBLO NUEVO VIÑAS,LICEO PARTICULAR MIXTO 'SAN ANTONIO',,,MARVIN EDUARDO PEREZ DEL CID,SELVIN DONALDO GIRÓN JIMÉNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-14-0001-46,06-023,SANTA ROSA,NUEVA SANTA ROSA,"COLEGIO PARTICULAR MIXTO ""LA ESPERANZA""",AV. TEOFILO SOLARES 0-50 ZONA 2,50569370.0,CESAR EFRAIN BARRERA Y BARRERA,RAFAELA SÁNCHEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-14-0012-46,06-023,SANTA ROSA,NUEVA SANTA ROSA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,0 AVENIDA 1-50 ZONA 1 NUEVA SANTA ROSA,58948598.0,CESAR EFRAIN BARRERA Y BARRERA,JENNIFER ISABEL XILOJ CALEL DE MUÑOZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-14-0025-46,06-023,SANTA ROSA,NUEVA SANTA ROSA,"COLEGIO PARTICULAR MIXTO INTEGRAL ""EL SABER""",11 CALLE 1-11 ZONA 1,78889100.0,CESAR EFRAIN BARRERA Y BARRERA,MARTA LIDIA FLORES AUCEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-14-0030-46,06-023,SANTA ROSA,NUEVA SANTA ROSA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,BARRIO EL CALVARIO,78889292.0,CESAR EFRAIN BARRERA Y BARRERA,CLARA DELMA SALAZAR DONIS,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-14-0037-46,06-025,SANTA ROSA,NUEVA SANTA ROSA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA JUMAYTEPEQUE,49182195.0,ROGER AMILCAR ALVAREZ SALAZAR,REINA ELIZETH GONZALEZ DONIS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA
06-14-0038-46,06-023,SANTA ROSA,NUEVA SANTA ROSA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,BARRIO EL CALVARIO,78889292.0,CESAR EFRAIN BARRERA Y BARRERA,CLARA DELMA SALAZAR DONIS,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-14-0039-46,06-025,SANTA ROSA,NUEVA SANTA ROSA,"CENTRO EDUCATIVO ""NUEVA ASUNCIÓN""",3RA. AVENIDA 10-10 ZONA 1,59232857.0,ROGER AMILCAR ALVAREZ SALAZAR,BRENDA ELIZETH ARRIAGA ARREDONDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
06-14-0042-46,06-025,SANTA ROSA,NUEVA SANTA ROSA,"COLEGIO PARTICULAR MIXTO BILINGÜE ""PEQUEÑOS CIENTIFICOS""","3A. AVENIDA 10-63 ZONA 1 CABECERA MUNICIPAL, NUEVA SANTA ROSA, SANTA ROSA",42956799.0,ROGER AMILCAR ALVAREZ SALAZAR,JOSÉ ANTONIO MARTINEZ ORDOÑÉZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA
06-14-0043-46,06-025,SANTA ROSA,NUEVA SANTA ROSA,"COLEGIO PARTICULAR MIXTO BILINGÜE ""PEQUEÑOS CIENTIFICOS""","3A. AVENIDA 10-63 ZONA 1 CABECERA MUNICIPAL, NUEVA SANTA ROSA, SANTA ROSA",42956799.0,ROGER AMILCAR ALVAREZ SALAZAR,JOSÉ ANTONIO MARTINEZ ORDOÑÉZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SANTA ROSA
06-14-0044-46,06-025,SANTA ROSA,NUEVA SANTA ROSA,"COLEGIO PARTICULAR MIXTO BILINGÜE ""PEQUEÑOS CIENTIFICOS""","3A. AVENIDA 10-63 ZONA 1 CABECERA MUNICIPAL, NUEVA SANTA ROSA, SANTA ROSA",42956799.0,ROGER AMILCAR ALVAREZ SALAZAR,JOSÉ ANTONIO MARTÍNEZ ORDOÑEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
